UM_CODE,UM_NAMEF,global_id,UM_NAMES,UM_TRANS,UM_TYPE,UM_TM,UM_TE,UM_KLADR,,,,,,,,
48305,улица Андерсена,58484870,ул. Андерсена,ulicza Andersena,1,,1103,"7,70040000000188E+016",,,,,,,,
48310,Буковая аллея,58484871,Буковая аллея,Bukovaya alleya,9,,1103,"7,70000000007609E+016",,,,,,,,
48315,улица Акиньшинская,58484872,ул. Акиньшинская,ulicza Akin`shinskaya,1,735140,1105,,,,,,,,,
48320,улица Юрьев Сад,58484873,ул. Юрьев Сад,ulicza Yur`ev Sad,1,734380,1102,"7,70030000100001E+016",,,,,,,,
48325,Земляничная улица,58484874,Земляничная ул.,Zemlyanichnaya ulicza,1,,1204,"7,70080000000002E+016",,,,,,,,
48330,1-я Фиалковая улица,58484875,1-я Фиалковая ул.,Pervaya Fialkovaya ulicza,1,,1204,"7,70080000000009E+016",,,,,,,,
48335,2-я Фиалковая улица,58484876,2-я Фиалковая ул.,Vtoraya Fialkovaya ulicza,1,,1204,"7,70080000000004E+016",,,,,,,,
48340,3-я Фиалковая улица,58484877,3-я Фиалковая ул.,Tret'ya Fialkovaya ulicza,1,,1204,"7,70080000000003E+016",,,,,,,,
48345,4-я Фиалковая улица,58484878,4-я Фиалковая ул.,Chetvyortaya Fialkovaya ulicza,1,,1204,"7,70080000000013E+016",,,,,,,,
48350,5-я Фиалковая улица,58484879,5-я Фиалковая ул.,Pyataya Fialkovaya ulicza,1,,1204,"7,70080000000011E+016",,,,,,,,
48355,6-я Фиалковая улица,58484880,6-я Фиалковая ул.,Shestaya Fialkovaya ulicza,1,,1204,"7,70080000000014E+016",,,,,,,,
48360,улица Татьянин Парк,58484881,ул. Татьянин Парк,ulicza Tat'yanin Park,1,735480,1106,"7,7011000000001E+016",,,,,,,,
48365,улица Зелёная Горка,58484882,ул. Зелёная Горка,ulicza Zelyonaya Gorka,1,735480,1106,"7,70110000000141E+016",,,,,,,,
48370,улица Нильса Бора,58484883,ул. Нильса Бора,ulicza Nil'sa Bora,1,,1103,"7,70040000000038E+016",,,,,,,,
48375,улица Семёна Гордого,58484884,ул. Семёна Гордого,ulicza Semyona Gordogo,1,735910,1207,"7,70140000080007E+016",,,,,,,,
48380,улица Ивана Калиты,58484885,ул. Ивана Калиты,ulicza Ivana Kality`,1,735910,1207,"7,70140000080006E+016",,,,,,,,
48385,улица Николинские Ключи,58484886,ул. Николинские Ключи,ulicza Nikolinskie Klyuchi,1,735910,1207,"7,70140000080005E+016",,,,,,,,
48390,улица Нагибина,58484887,ул. Нагибина,ulicza Nagibina,1,737000,1209,"7,70000050000157E+016",,,,,,,,
48395,улица Николая Клюева,58484888,ул. Николая Клюева,ulicza Nikolaya Klyueva,1,736710,1110,"7,70180000180007E+016",,,,,,,,
48400,улица Фёдора Сологуба,58484889,ул. Фёдора Сологуба,ulicza Fyodora Sologuba,1,736710,1110,"7,70180000180005E+016",,,,,,,,
48405,улица Петра Орешина,58484890,ул. Петра Орешина,ulicza Petra Oreshina,1,736710,1110,"7,7018000018001E+016",,,,,,,,
48410,проезд Сергея Клычкова,58484891,пр. Сергея Клычкова,proezd Sergeya Kly`chkova,3,736710,1110,"7,70180000180004E+016",,,,,,,,
48415,проезд Семёна Кирсанова,58484892,пр. Семёна Кирсанова,proezd Semyona Kirsanova,3,736710,1110,"7,70180000180011E+016",,,,,,,,
48420,проезд Константина Бальмонта,58484893,пр. Константина Бальмонта,proezd Konstantina Bal'monta,3,736710,1110,"7,70180000180006E+016",,,,,,,,
48425,улица Геологов,58484894,ул. Геологов,ulicza Geologov,1,736630,1109,"7,70170000130005E+016",,,,,,,,
48430,улица Старателей,58484895,ул. Старателей,ulicza Staratelej,1,736630,1109,"7,70170000130006E+016",,,,,,,,
48435,улица Суходолье,58484896,ул. Суходолье,ulicza Suxodol'e,1,736630,1109,"7,70170000130001E+016",,,,,,,,
48440,улица Высоцкого,58484897,ул. Высоцкого,ulicza Vy`soczkogo,1,,107,"7,70000000002856E+016",,,,,,,,
48445,улица Святослава Рихтера,58484898,ул. Святослава Рихтера,ulicza Svyatoslava Rixtera,1,,612,"7,70000000007825E+016",,,,,,,,
48450,улица Академика Самарского,58484899,ул. Академика Самарского,ulicza Akademika Samarskogo,1,,815,"7,70000000007824E+016",,,,,,,,
48455,Певчий бульвар,58484900,Певчий бульв.,Pevchij bul`var,8,,1207,"7,70140000230009E+016",,,,,,,,
48460,Журавлиная улица,58484901,Журавлиная ул.,Zhuravlinaya ulicza,1,,1207,"7,70140000230012E+016",,,,,,,,
48465,1-я Скворцовая улица,58484902,1-я Скворцовая ул.,Pervaya Skvorczovaya ulicza,1,,1207,"7,70140000230013E+016",,,,,,,,
48470,2-я Скворцовая улица,58484903,2-я Скворцовая ул.,Vtoraya Skvorczovaya ulicza,1,,1207,"7,70140000230008E+016",,,,,,,,
48475,3-я Скворцовая улица,58484904,3-я Скворцовая ул.,Tret'ya Skvorczovaya ulicza,1,,1207,"7,7014000023001E+016",,,,,,,,
48480,4-я Скворцовая улица,58484905,4-я Скворцовая ул.,Chetvyortaya Skvorczovaya ulicza,1,,1207,"7,70140000230011E+016",,,,,,,,
48485,5-я Скворцовая улица,58484906,5-я Скворцовая ул.,Pyataya Skvorczovaya ulicza,1,,1207,"7,70140000230007E+016",,,,,,,,
48490,6-я Скворцовая улица,58484907,6-я Скворцовая ул.,Shestaya Skvorczovaya ulicza,1,,1207,"7,70140000230016E+016",,,,,,,,
48495,7-я Скворцовая улица,58484908,7-я Скворцовая ул.,Sed'maya Skvorczovaya ulicza,1,,1207,"7,70140000230017E+016",,,,,,,,
48500,8-я Скворцовая улица,58484909,8-я Скворцовая ул.,Vos'maya Skvorczovaya ulicza,1,,1207,"7,70140000230015E+016",,,,,,,,
48505,9-я Скворцовая улица,58484910,9-я Скворцовая ул.,Devyataya Skvorczovaya ulicza,1,,1207,"7,70140000230018E+016",,,,,,,,
48510,10-я Скворцовая улица,58484911,10-я Скворцовая ул.,Desyataya Skvorczovaya ulicza,1,,1207,"7,70140000230006E+016",,,,,,,,
48515,Дунайская улица,58484912,Дунайская ул.,Dunajskaya ulicza,1,,1210,"7,70000000007658E+016",,,,,,,,
48520,1-й Дунайский переулок,58484913,1-й Дунайский пер.,Pervy'j Dunajskij pereulok,2,,1210,"7,7000000000765E+016",,,,,,,,
48525,2-й Дунайский переулок,58484914,2-й Дунайский пер.,Vtoroj Dunajskij pereulok,2,,1210,"7,70000000007651E+016",,,,,,,,
48530,3-й Дунайский переулок,58484915,3-й Дунайский пер.,Tretij Dunajskij pereulok,2,,1210,"7,70000000007653E+016",,,,,,,,
48535,4-й Дунайский переулок,58484916,4-й Дунайский пер.,Chetvyorty'j Dunajskij pereulok,2,,1210,"7,70000000007654E+016",,,,,,,,
48540,Моравская улица,58484917,Моравская ул.,Moravskaya ulicza,1,,1210,"7,70000000007641E+016",,,,,,,,
48545,1-й Моравский переулок,58484918,1-й Моравский пер.,Pervy'j Moravskij pereulok,2,,1210,"7,70000000007655E+016",,,,,,,,
48550,2-й Моравский переулок,58484919,2-й Моравский пер.,Vtoroj Moravskij pereulok,2,,1210,"7,70000000007652E+016",,,,,,,,
48555,3-й Моравский переулок,58484920,3-й Моравский пер.,Tretij Moravskij pereulok,2,,1210,"7,70000000007648E+016",,,,,,,,
48560,Ловатская улица,58484921,Ловатская ул.,Lovatskaya ulicza,1,,1210,"7,70000000007657E+016",,,,,,,,
48565,Двинская улица,58484922,Двинская ул.,Dvinskaya ulicza,1,,1210,"7,70000000007661E+016",,,,,,,,
48570,1-й Двинский переулок,58484923,1-й Двинский пер.,Pervy'j Dvinskij pereulok,2,,1210,,,,,,,,,
48575,2-й Двинский переулок,58484924,2-й Двинский пер.,Vtoroj Dvinskij pereulok,2,,1210,,,,,,,,,
48580,3-й Двинский переулок,58484925,3-й Двинский пер.,Tretij Dvinskij pereulok,2,,1210,,,,,,,,,
48585,4-й Двинский переулок,58484926,4-й Двинский пер.,Chetvyorty'j Dvinskij pereulok,2,,1210,,,,,,,,,
48590,Каракашевская улица,58484927,Каракашевская ул.,Karakashevskaya ulicza,1,734430,1102,"7,70030000060001E+016",,,,,,,,
48595,1-й Тюляевский переулок,58484928,1-й Тюляевский пер.,Pervy'j Tyulyaevskij pereulok,2,,1109,"7,70170000000018E+016",,,,,,,,
48600,2-й Тюляевский переулок,58484929,2-й Тюляевский пер.,Vtoroj Tyulyaevskij pereulok,2,,1109,"7,70170000000019E+016",,,,,,,,
48605,улица Писательские Дачи,58484930,ул. Писательские Дачи,ulicza Pisatel'skie Dachi,1,,1101,"7,70010000000005E+016",,,,,,,,
48610,улица Канторовича,58484931,ул. Канторовича,ulicza Kantorovicha,1,,1201,"7,7000000000771E+016",,,,,,,,
48615,улица Академика Ласкорина,58484932,ул. Академика Ласкорина,ulicza Akademika Laskorina,1,,612,"7,70000000007633E+016",,,,,,,,
48620,Битцевский проезд,58484933,Битцевский пр.,Bitczevskij proezd,3,,619,"7,70000000007632E+016",,,,,,,,
48625,1-й Рогозининский переулок,58484934,1-й Рогозининский пер.,Pervy'j Rogozininskij pereulok,2,,1207,"7,70140000000306E+016",,,,,,,,
48630,2-й Рогозининский переулок,58484935,2-й Рогозининский пер.,Vtoroj Rogozininskij pereulok,2,,1207,"7,70140000000305E+016",,,,,,,,
48635,3-й Рогозининский переулок,58484936,3-й Рогозининский пер.,Tretij Rogozininskij pereulok,2,,1207,"7,70140000000304E+016",,,,,,,,
48640,1-й Рушниковский переулок,58484937,1-й Рушниковский пер.,Pervy'j Rushnikovskij pereulok,2,,1207,"7,70140000000307E+016",,,,,,,,
48645,2-й Рушниковский переулок,58484938,2-й Рушниковский пер.,Vtoroj Rushnikovskij pereulok,2,,1207,"7,70140000000309E+016",,,,,,,,
48650,3-й Рушниковский переулок,58484939,3-й Рушниковский пер.,Tretij Rushnikovskij pereulok,2,,1207,"7,70140000000302E+016",,,,,,,,
48655,4-й Рушниковский переулок,58484940,4-й Рушниковский пер.,Chetvyorty'j Rushnikovskij pereulok,2,,1207,"7,70140000000012E+016",,,,,,,,
48660,улица Зарянова,58484941,ул. Зарянова,ulicza Zaryanova,1,,206,"7,70000000004494E+016",,,,,,,,
48665,улица Коломникова,58484942,ул. Коломникова,ulicza Kolomnikova,1,,511,"7,70000000007843E+016",,,,,,,,
48670,улица Академика Полякова,58484943,ул. Академика Полякова,ulicza Akademika Polyakova,1,,710,"7,70000000007842E+016",,,,,,,,
48675,улица Матушкина,58484944,ул. Матушкина,ulicza Matushkina,1,,710,"7,70000000007841E+016",,,,,,,,
48680,улица Лепёшкиных,58484945,ул. Лепёшкиных,ulicza Lepyoshkiny`x,1,735610,1206,"7,70130000230018E+016",,,,,,,,
48685,Тюляевская улица,58484946,Тюляевская ул.,ulicza Tyulyaevskaya,1,736530,1109,"7,70170000050006E+016",,,,,,,,
48690,Тюляевский проезд,58484947,Тюляевский пр.,Tyulyaevskij proezd,3,736530,1109,"7,70170000050005E+016",,,,,,,,
60167,Андреевский мост,58484948,Андреевский мост,Andreevskij most,11,,109,110,,,,,,,,
61690,Живописный мост,58484949,Живописный мост,Zhivopisny'j most,11,,906,,,,,,,,,
62220,мост Богдана Хмельницкого,58484950,мост Богдана Хмельницкого,most Bogdana Xmel`niczkogo,11,,109,805,,,,,,,,
62583,Новоарбатский мост,58484951,Новоарбатский мост,Novoarbatskij most,11,,101,106,805,,,,,,,
62606,Косой переулок,58484952,Косой пер.,Kosoj pereulok,2,,108,"7,70000000000558E+016",,,,,,,,
62673,улица Калинина,58484953,ул. Калинина,ulicza Kalinina,1,,1012,"7,70000020004536E+016",,,,,,,,
62825,Крюковская эстакада,58484954,Крюковская эстакада,Kryukovskaya e'stakada,13,,1005,1011,1012,"7,7000002000458E+016",,,,,,
63276,улица Лужники,58484955,ул. Лужники,ulicza Luzhniki,1,,109,"7,70000000004243E+016",,,,,,,,
63355,Матросский мост,58484956,Матросский мост,Matrosskij most,11,,418,415,,,,,,,,
63645,1-й километр Московской Кольцевой Автодороги,58484957,1-й км МКАД,Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,407,"7,70000000007249E+016",,,,,,,,
63646,2-й километр Московской Кольцевой Автодороги,58484958,2-й км МКАД,Vtoroj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,407,"7,70000000007255E+016",,,,,,,,
63647,3-й километр Московской Кольцевой Автодороги,58484959,3-й км МКАД,Tretij kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,407,"7,70000000007403E+016",,,,,,,,
63648,4-й километр Московской Кольцевой Автодороги,58484960,4-й км МКАД,Chetvyorty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,404,412,"7,70000000007411E+016",,,,,,,
63649,5-й километр Московской Кольцевой Автодороги,58484961,5-й км МКАД,Pyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,404,412,"7,70000000007276E+016",,,,,,,
63650,6-й километр Московской Кольцевой Автодороги,58484962,6-й км МКАД,Shestoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,404,409,412,"7,70000000007282E+016",,,,,,
63651,7-й километр Московской Кольцевой Автодороги,58484964,7-й км МКАД,Sed`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,404,409,"7,70000000007404E+016",,,,,,,
63652,8-й километр Московской Кольцевой Автодороги,58484965,8-й км МКАД,Vos`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,504,"7,70000000007294E+016",,,,,,,,
63653,9-й километр Московской Кольцевой Автодороги,58484966,9-й км МКАД,Devyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,504,"7,70000000007416E+016",,,,,,,,
63654,10-й километр Московской Кольцевой Автодороги,58484967,10-й км МКАД,Desyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,504,"7,7000000000725E+016",,,,,,,,
63655,11-й километр Московской Кольцевой Автодороги,58484968,11-й км МКАД,Odinnadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,508,,,,,,,,,
63656,12-й километр Московской Кольцевой Автодороги,58484969,12-й км МКАД,Dvenadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,508,"7,70000000007405E+016",,,,,,,,
63657,13-й километр Московской Кольцевой Автодороги,58484970,13-й км МКАД,Trinadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,508,"7,70000000007252E+016",,,,,,,,
63658,14-й километр Московской Кольцевой Автодороги,58484971,14-й км МКАД,Chety'rnadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,505,"7,70000000007253E+016",,,,,,,,
63659,15-й километр Московской Кольцевой Автодороги,58484972,15-й км МКАД,Pyatnadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,505,"7,70000000007406E+016",,,,,,,,
63660,16-й километр Московской Кольцевой Автодороги,58484973,16-й км МКАД,Shestnadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,505,"7,70000000007407E+016",,,,,,,,
63661,17-й километр Московской Кольцевой Автодороги,58484974,17-й км МКАД,Semnadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,505,"7,70000000007383E+016",,,,,,,,
63662,18-й километр Московской Кольцевой Автодороги,58484975,18-й км МКАД,Vosemnadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,608,"7,70000000007409E+016",,,,,,,,
63663,19-й километр Московской Кольцевой Автодороги,58484976,19-й км МКАД,Devyatnadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,617,"7,70000000007254E+016",,,,,,,,
63664,20-й километр Московской Кольцевой Автодороги,58484977,20-й км МКАД,Dvadczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,617,,,,,,,,,
63665,21-й километр Московской Кольцевой Автодороги,58484978,21-й км МКАД,Dvadczat` Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,617,"7,70000000007256E+016",,,,,,,,
63666,22-й километр Московской Кольцевой Автодороги,58484979,22-й км МКАД,Dvadczat` Vtoroj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,617,"7,70000000007257E+016",,,,,,,,
63667,23-й километр Московской Кольцевой Автодороги,58484980,23-й км МКАД,Dvadczat` Tretij kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,617,"7,70000000007258E+016",,,,,,,,
63668,24-й километр Московской Кольцевой Автодороги,58484981,24-й км МКАД,Dvadczat` Chetvyorty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,617,"7,70000000007259E+016",,,,,,,,
63669,25-й километр Московской Кольцевой Автодороги,58484982,25-й км МКАД,Dvadczat` Pyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,606,"7,7000000000726E+016",,,,,,,,
63670,26-й километр Московской Кольцевой Автодороги,58484983,26-й км МКАД,Dvadczat` Shestoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,606,"7,70000000007261E+016",,,,,,,,
63671,27-й километр Московской Кольцевой Автодороги,58484984,27-й км МКАД,Dvadczat` Sed`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,606,,,,,,,,,
63672,28-й километр Московской Кольцевой Автодороги,58484985,28-й км МКАД,Dvadczat` Vos`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,606,"7,70000000007262E+016",,,,,,,,
63673,29-й километр Московской Кольцевой Автодороги,58484986,29-й км МКАД,Dvadczat` Devyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,607,"7,70000000007263E+016",,,,,,,,
63674,30-й километр Московской Кольцевой Автодороги,58484987,30-й км МКАД,Tridczaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,607,"7,70000000007264E+016",,,,,,,,
63675,31-й километр Московской Кольцевой Автодороги,58484988,31-й км МКАД,Tridczat` Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,607,"7,70000000007265E+016",,,,,,,,
63676,32-й километр Московской Кольцевой Автодороги,58484989,32-й км МКАД,Tridczat` Vtoroj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,607,"7,70000000007266E+016",,,,,,,,
63677,33-й километр Московской Кольцевой Автодороги,58484990,33-й км МКАД,Tridczat` Tretij kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,621,"7,70000000007267E+016",,,,,,,,
63678,34-й километр Московской Кольцевой Автодороги,58484991,34-й км МКАД,Tridczat` Chetvyorty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,708,712,"7,70000000007268E+016",,,,,,,
63680,35-й километр Московской Кольцевой Автодороги,58484992,35-й км МКАД,Tridczat` Pyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,708,712,"7,70000000007269E+016",,,,,,,
63681,36-й километр Московской Кольцевой Автодороги,58484993,36-й км МКАД,Tridczat` Shestoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,708,712,"7,70000000007712E+016",,,,,,,
63682,37-й километр Московской Кольцевой Автодороги,58484994,37-й км МКАД,Tridczat` Sed`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,712,,,,,,,,,
63683,38-й километр Московской Кольцевой Автодороги,58484995,38-й км МКАД,Tridczat` Vos`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,712,"7,7000000000727E+016",,,,,,,,
63684,39-й километр Московской Кольцевой Автодороги,58484996,39-й км МКАД,Tridczat` Devyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,712,"7,70000000007402E+016",,,,,,,,
63685,40-й километр Московской Кольцевой Автодороги,58484997,40-й км МКАД,Sorokovoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,712,"7,70000000007271E+016",,,,,,,,
63686,41-й километр Московской Кольцевой Автодороги,58484998,41-й км МКАД,Sorok Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,709,"7,70000000007412E+016",,,,,,,,
63687,42-й километр Московской Кольцевой Автодороги,58484999,42-й км МКАД,Sorok Vtoroj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,709,"7,70000000007272E+016",,,,,,,,
63688,43-й километр Московской Кольцевой Автодороги,58485000,43-й км МКАД,Sorok Tretij kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,709,"7,70000000007273E+016",,,,,,,,
63689,44-й километр Московской Кольцевой Автодороги,58485001,44-й км МКАД,Sorok Chetvyorty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,709,"7,70120000010013E+016",,,,,,,,
63690,45-й километр Московской Кольцевой Автодороги,58485002,45-й км МКАД,Sorok Pyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,817,,,,,,,,,
63691,46-й километр Московской Кольцевой Автодороги,58485003,46-й км МКАД,Sorok Shestoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,817,"7,70000000007274E+016",,,,,,,,
63692,47-й километр Московской Кольцевой Автодороги,58485004,47-й км МКАД,Sorok Sed`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,816,817,"7,70110000060014E+016",,,,,,,
63693,48-й километр Московской Кольцевой Автодороги,58485005,48-й км МКАД,Sorok Vos`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,816,820,"7,7000000000754E+016",,,,,,,
63694,49-й километр Московской Кольцевой Автодороги,58485006,49-й км МКАД,Sorok Devyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,816,820,"7,70000000007275E+016",,,,,,,
63695,50-й километр Московской Кольцевой Автодороги,58485007,50-й км МКАД,Pyatidesyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,820,,,,,,,,,
63696,51-й километр Московской Кольцевой Автодороги,58485008,51-й км МКАД,Pyat`desyat Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,820,"7,70000000007277E+016",,,,,,,,
63698,52-й километр Московской Кольцевой Автодороги,58485009,52-й км МКАД,Pyat`desyat Vtoroj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,820,"7,70000000007278E+016",,,,,,,,
63699,53-й километр Московской Кольцевой Автодороги,58485010,53-й км МКАД,Pyat`desyat Tretij kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,809,"7,70000000007335E+016",,,,,,,,
63700,54-й километр Московской Кольцевой Автодороги,58485011,54-й км МКАД,Pyat`desyat Chetvyorty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,809,"7,70000000007279E+016",,,,,,,,
63701,55-й километр Московской Кольцевой Автодороги,58485012,55-й км МКАД,Pyat`desyat Pyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,809,,,,,,,,,
63702,56-й километр Московской Кольцевой Автодороги,58485013,56-й км МКАД,Pyat`desyat Shestoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,809,"7,7000000000728E+016",,,,,,,,
63703,57-й километр Московской Кольцевой Автодороги,58485014,57-й км МКАД,Pyat`desyat Sed`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,807,,,,,,,,,
63704,58-й километр Московской Кольцевой Автодороги,58485015,58-й км МКАД,Pyat`desyat Vos`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,807,"7,70000000007281E+016",,,,,,,,
63705,59-й километр Московской Кольцевой Автодороги,58485016,59-й км МКАД,Pyat`desyat Devyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,807,,,,,,,,,
63706,60-й километр Московской Кольцевой Автодороги,58485017,60-й км МКАД,Shestidesyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,806,"7,70000000007283E+016",,,,,,,,
63707,61-й километр Московской Кольцевой Автодороги,58485018,61-й км МКАД,Shest`desyat Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,905,,,,,,,,,
63708,62-й километр Московской Кольцевой Автодороги,58485019,62-й км МКАД,Shest`desyat Vtoroj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,905,"7,70000000007284E+016",,,,,,,,
63709,63-й километр Московской Кольцевой Автодороги,58485020,63-й км МКАД,Shest`desyat Tretij kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,905,"7,70000000007498E+016",,,,,,,,
63710,64-й километр Московской Кольцевой Автодороги,58485021,64-й км МКАД,Shest`desyat Chetvyorty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,905,"7,70000000007286E+016",,,,,,,,
63711,65-й километр Московской Кольцевой Автодороги,58485022,65-й км МКАД,Shest`desyat Pyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,905,"7,70000000007287E+016",,,,,,,,
63712,66-й километр Московской Кольцевой Автодороги,58485023,66-й км МКАД,Shest`desyat Shestoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,905,,,,,,,,,
63713,67-й километр Московской Кольцевой Автодороги,58485024,67-й км МКАД,Shest`desyat Sed`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,905,"7,70000000007288E+016",,,,,,,,
63714,68-й километр Московской Кольцевой Автодороги,58485025,68-й км МКАД,Shest`desyat Vos`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,902,903,908,,,,,,,
63715,69-й километр Московской Кольцевой Автодороги,58485026,69-й км МКАД,Shest`desyat Devyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,902,908,"7,70000000007461E+016",,,,,,,
63716,70-й километр Московской Кольцевой Автодороги,58485027,70-й км МКАД,Semidesyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,902,908,,,,,,,,
63717,71-й километр Московской Кольцевой Автодороги,58485028,71-й км МКАД,Sem`desyat Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,904,"7,7000000000729E+016",,,,,,,,
63718,72-й километр Московской Кольцевой Автодороги,58485029,72-й км МКАД,Sem`desyat Vtoroj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,901,904,,,,,,,,
63719,73-й километр Московской Кольцевой Автодороги,58485030,73-й км МКАД,Sem`desyat Tretij kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,901,904,"7,70000000007291E+016",,,,,,,
63720,74-й километр Московской Кольцевой Автодороги,58485031,74-й км МКАД,Sem`desyat Chetvyorty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,901,904,"7,70000000007292E+016",,,,,,,
63721,75-й километр Московской Кольцевой Автодороги,58485032,75-й км МКАД,Sem`desyat Pyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,211,,,,,,,,,
63722,76-й километр Московской Кольцевой Автодороги,58485033,76-й км МКАД,Sem`desyat Shestoj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,211,,,,,,,,,
63723,77-й километр Московской Кольцевой Автодороги,58485034,77-й км МКАД,Sem`desyat Sed`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,216,,,,,,,,,
63724,78-й километр Московской Кольцевой Автодороги,58485035,78-й км МКАД,Sem`desyat Vos`moj kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,209,"7,70000000007293E+016",,,,,,,,
63725,79-й километр Московской Кольцевой Автодороги,58485036,79-й км МКАД,Sem`desyat Devyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,208,"7,70000000007462E+016",,,,,,,,
63726,80-й километр Московской Кольцевой Автодороги,58485037,80-й км МКАД,Vos`midesyaty'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,208,"7,70000000007295E+016",,,,,,,,
63727,81-й километр Московской Кольцевой Автодороги,58485038,81-й км МКАД,Vosem`desyat Pervy'j kilometr Moskovskoj Kol`czevoj Avtodorogi,45,,208,306,"7,70000000007296E+016",,,,,,,
